Day,Exercise,Minutes,Calories Burned
2020-10-10,"Cycling (Garmin)",14.716666666666667,-214.00
2020-05-07,"Daily Activity (Garmin)",33.0,-49.00
2020-04-22,"Cycling (Garmin)",50.7,-627.00
2020-05-06,"Daily Activity (Garmin)",37.0,-7.00
2020-09-05,"Cycling (Garmin)",87.48333333333333,-1061.00
2020-05-05,"Daily Activity (Garmin)",26.0,-43.00
2020-03-07,"Indoor rowing (Garmin)",5.033333333333333,-47.00
2020-12-26,"Indoor rowing (Garmin)",32.38333333333333,-411.00
2020-05-03,"Daily Activity (Garmin)",43.0,-173.00
2020-03-07,"Treadmill running (Garmin)",5.016666666666667,-58.00
2020-10-05,"Pilates (Garmin)",34.0,-332.00
2020-05-02,"Daily Activity (Garmin)",35.0,-46.00
2020-04-11,"Indoor cycling (Garmin)",38.71666666666667,-547.00
2020-11-16,"Running (Garmin)",18.183333333333334,-276.00
2020-05-01,"Daily Activity (Garmin)",48.0,-21.00
2020-03-07,"Strength training (Garmin)",29.216666666666665,-226.00
2020-11-02,"Cycling (Garmin)",22.0,-297.00
2020-10-26,"Pilates (Garmin)",15.0,-148.00
2020-03-09,"Indoor rowing (Garmin)",5.016666666666667,-55.00
2020-09-01,"Running (Garmin)",43.1,-677.00
2020-11-02,"Cycling (Garmin)",18.816666666666666,-270.00
2020-03-09,"Treadmill running (Garmin)",5.0,-75.00
2020-05-16,"Running (Garmin)",48.916666666666664,-832.00
2020-03-09,"Strength training (Garmin)",28.55,-259.00
2020-10-02,"Strength training (Garmin)",13.75,-128.00
2020-04-17,"Indoor cycling (Garmin)",36.166666666666664,-364.00
2020-07-11,"Running (Garmin)",44.31666666666667,-594.00
2020-03-10,"Running (Garmin)",45.3,-652.00
2020-05-23,"Mountain biking (Garmin)",129.66666666666666,-1551.00
2020-08-08,"Mountain biking (Garmin)",191.8,-2166.00
2020-07-12,"Cycling (Garmin)",108.83333333333333,-625.00
2020-08-26,"Cycling (Garmin)",18.85,-216.00
2020-10-07,"Pilates (Garmin)",35.016666666666666,-339.00
2020-03-11,"Indoor rowing (Garmin)",5.033333333333333,-59.00
2020-03-12,"Indoor rowing (Garmin)",20.0,-265.00
2020-05-18,"Indoor cycling (Garmin)",70.03333333333333,-784.00
2020-08-26,"Cycling (Garmin)",21.116666666666667,-230.00
2020-03-11,"Treadmill running (Garmin)",5.016666666666667,-71.00
2020-07-10,"Mountain biking (Garmin)",122.55,-1497.00
2020-10-30,"Cycling (Garmin)",27.4,-362.00
2020-07-02,"Mountain biking (Garmin)",234.23333333333332,-2455.00
2020-03-11,"Strength training (Garmin)",25.0,-233.00
2020-10-30,"Cycling (Garmin)",28.466666666666665,-427.00
2020-07-04,"Mountain biking (Garmin)",71.85,-919.00
2020-06-08,"Mountain biking (Garmin)",90.26666666666667,-1205.00
2020-10-09,"Pilates (Garmin)",15.983333333333333,-147.00
2020-04-13,"Indoor cycling (Garmin)",60.06666666666667,-805.00
2020-09-13,"Mountain biking (Garmin)",176.7,-2155.00
2020-07-31,"Mountain biking (Garmin)",108.28333333333333,-1113.00
2020-07-25,"Mountain biking (Garmin)",141.88333333333333,-1544.00
2020-06-29,"Mountain biking (Garmin)",159.1,-1532.00
2020-04-14,"Indoor cycling (Garmin)",50.1,-516.00
2020-01-27,"Indoor rowing (Garmin)",10.016666666666667,-104.00
2020-01-27,"Strength training (Garmin)",28.85,-247.00
2020-04-29,"Indoor cycling (Garmin)",65.0,-644.00
2020-05-06,"Indoor cycling (Garmin)",61.03333333333333,-705.00
2020-09-19,"Mountain biking (Garmin)",129.51666666666668,-1665.00
2020-11-07,"Mountain biking (Garmin)",152.31666666666666,-1983.00
2020-04-12,"Indoor cycling (Garmin)",0.9833333333333333,-9.00
2020-07-13,"Mountain biking (Garmin)",147.91666666666666,-1620.00
2020-09-19,"Mountain biking (Garmin)",85.48333333333333,-989.00
2020-04-12,"Indoor cycling (Garmin)",28.55,-343.00
2020-12-04,"Indoor cycling (Garmin)",50.016666666666666,-526.00
2020-07-13,"Mountain biking (Garmin)",81.06666666666666,-639.00
2020-12-14,"Cycling (Garmin)",54.18333333333333,-652.00
2020-12-28,"Indoor rowing (Garmin)",20.05,-324.00
2020-08-29,"Running (Garmin)",27.933333333333334,-457.00
2020-04-16,"Indoor cycling (Garmin)",64.06666666666666,-677.00
2020-09-09,"Running (Garmin)",41.666666666666664,-599.00
2020-07-28,"Mountain biking (Garmin)",93.05,-1032.00
2020-02-26,"Treadmill running (Garmin)",36.9,-452.00
2020-08-04,"Indoor rowing (Garmin)",10.016666666666667,-130.00
2020-10-17,"Mountain biking (Garmin)",205.31666666666666,-2501.00
2020-08-04,"Indoor rowing (Garmin)",27.366666666666667,-310.00
2020-10-21,"Pilates (Garmin)",16.0,-141.00
2020-05-10,"Mountain biking (Garmin)",152.9,-1925.00
2020-06-12,"Mountain biking (Garmin)",106.1,-1358.00
2020-07-21,"Mountain biking (Garmin)",92.71666666666667,-1064.00
2020-03-20,"Running (Garmin)",52.016666666666666,-706.00
2020-05-25,"Mountain biking (Garmin)",109.13333333333334,-1217.00
2020-04-25,"Cycling (Garmin)",99.15,-1440.00
2020-07-01,"Mountain biking (Garmin)",116.56666666666666,-1393.00
2020-08-05,"Cycling (Garmin)",172.93333333333334,-1834.00
2020-12-10,"Indoor rowing (Garmin)",28.383333333333333,-413.00
2020-02-14,"Daily Activity (Garmin)",29.0,-31.00
2020-02-13,"Daily Activity (Garmin)",17.0,-18.00
2020-02-12,"Daily Activity (Garmin)",158.0,-486.00
2020-02-11,"Daily Activity (Garmin)",187.0,-536.00
2020-02-10,"Daily Activity (Garmin)",158.0,-495.00
2020-02-09,"Daily Activity (Garmin)",63.0,-79.00
2020-02-08,"Daily Activity (Garmin)",51.0,-38.00
2020-02-07,"Daily Activity (Garmin)",204.0,-639.00
2020-02-06,"Daily Activity (Garmin)",47.0,-139.00
2020-02-05,"Daily Activity (Garmin)",22.0,-12.00
2020-02-04,"Daily Activity (Garmin)",49.0,-83.00
2020-02-03,"Daily Activity (Garmin)",23.0,-16.00
2020-02-02,"Daily Activity (Garmin)",156.0,-9.00
2020-02-01,"Daily Activity (Garmin)",150.0,-263.00
2020-01-31,"Daily Activity (Garmin)",106.0,-63.00
2020-01-30,"Daily Activity (Garmin)",94.0,-226.00
2020-01-29,"Daily Activity (Garmin)",62.0,0.00
2020-01-28,"Daily Activity (Garmin)",51.0,-127.00
2020-01-27,"Daily Activity (Garmin)",45.0,-77.00
2020-12-31,"Daily Activity (Garmin)",60.0,-10.00
2020-12-30,"Daily Activity (Garmin)",40.0,-90.00
2020-12-29,"Daily Activity (Garmin)",20.0,-43.00
2020-12-28,"Daily Activity (Garmin)",82.0,-175.00
2020-12-27,"Daily Activity (Garmin)",49.0,-90.00
2020-12-26,"Daily Activity (Garmin)",70.0,-98.00
2020-12-25,"Daily Activity (Garmin)",33.0,-87.00
2020-12-24,"Daily Activity (Garmin)",23.0,-61.00
2020-12-23,"Daily Activity (Garmin)",42.0,-94.00
2020-12-22,"Daily Activity (Garmin)",27.0,-40.00
2020-12-21,"Daily Activity (Garmin)",47.0,-72.00
2020-12-20,"Daily Activity (Garmin)",95.0,-205.00
2020-12-19,"Daily Activity (Garmin)",35.0,-98.00
2020-12-18,"Daily Activity (Garmin)",57.0,-111.00
2020-12-17,"Daily Activity (Garmin)",127.0,-186.00
2020-12-16,"Daily Activity (Garmin)",38.0,-59.00
2020-12-15,"Daily Activity (Garmin)",46.0,-70.00
2020-12-14,"Daily Activity (Garmin)",73.0,-353.00
2020-12-13,"Daily Activity (Garmin)",63.0,-106.00
2020-12-12,"Daily Activity (Garmin)",282.0,-873.00
2020-12-11,"Daily Activity (Garmin)",33.0,-44.00
2020-12-10,"Daily Activity (Garmin)",36.0,-83.00
2020-12-09,"Daily Activity (Garmin)",41.0,-51.00
2020-12-08,"Daily Activity (Garmin)",27.0,-39.00
2020-12-07,"Daily Activity (Garmin)",36.0,-29.00
2020-12-06,"Daily Activity (Garmin)",33.0,-29.00
2020-12-05,"Daily Activity (Garmin)",36.0,-71.00
2020-12-04,"Daily Activity (Garmin)",51.0,-73.00
2020-12-03,"Daily Activity (Garmin)",35.0,-40.00
2020-12-02,"Daily Activity (Garmin)",45.0,-102.00
2020-12-01,"Daily Activity (Garmin)",70.0,-169.00
2020-11-30,"Daily Activity (Garmin)",34.0,-10.00
2020-11-29,"Daily Activity (Garmin)",68.0,-62.00
2020-11-28,"Daily Activity (Garmin)",71.0,-157.00
2020-11-27,"Daily Activity (Garmin)",95.0,-408.00
2020-11-26,"Daily Activity (Garmin)",55.0,-105.00
2020-11-25,"Daily Activity (Garmin)",84.0,-216.00
2020-11-24,"Daily Activity (Garmin)",17.0,-35.00
2020-11-23,"Daily Activity (Garmin)",39.0,-91.00
2020-11-22,"Daily Activity (Garmin)",23.0,-32.00
2020-11-21,"Daily Activity (Garmin)",28.0,-47.00
2020-11-20,"Daily Activity (Garmin)",32.0,-66.00
2020-07-06,"Mountain biking (Garmin)",119.08333333333333,-1365.00
2020-11-19,"Daily Activity (Garmin)",34.0,-89.00
2020-11-18,"Daily Activity (Garmin)",44.0,-83.00
2020-11-17,"Daily Activity (Garmin)",76.0,-120.00
2020-11-27,"Cycling (Garmin)",12.8,-133.00
2020-08-01,"Mountain biking (Garmin)",161.56666666666666,-1650.00
2020-06-28,"Mountain biking (Garmin)",90.85,-1170.00
2020-11-12,"Running (Garmin)",34.88333333333333,-497.00
2020-12-02,"Indoor cycling (Garmin)",64.03333333333333,-683.00
2020-11-29,"Indoor cycling (Garmin)",50.06666666666667,-506.00
2020-09-07,"Running (Garmin)",46.8,-692.00
2020-11-17,"Running (Garmin)",28.016666666666666,-387.00
2020-09-18,"Cycling (Garmin)",83.9,-1034.00
2020-11-30,"Indoor cycling (Garmin)",50.016666666666666,-503.00
2020-12-31,"Indoor rowing (Garmin)",40.0,-644.00
2020-11-16,"Daily Activity (Garmin)",67.0,-228.00
2020-11-15,"Daily Activity (Garmin)",18.0,-22.00
2020-11-14,"Daily Activity (Garmin)",17.0,-30.00
2020-11-13,"Daily Activity (Garmin)",30.0,-51.00
2020-11-12,"Daily Activity (Garmin)",73.0,-131.00
2020-11-11,"Daily Activity (Garmin)",22.0,-29.00
2020-03-22,"Running (Garmin)",42.416666666666664,-575.00
2020-11-10,"Daily Activity (Garmin)",65.0,-29.00
2020-12-09,"Indoor cycling (Garmin)",60.06666666666667,-638.00
2020-01-29,"Other (Garmin)",69.81666666666666,-312.00
2020-04-27,"Indoor cycling (Garmin)",60.016666666666666,-618.00
2020-06-01,"Mountain biking (Garmin)",109.73333333333333,-1359.00
2020-04-02,"Running (Garmin)",38.63333333333333,-531.00
2020-05-08,"Mountain biking (Garmin)",74.18333333333334,-1017.00
2020-04-06,"Daily Activity (Garmin)",27.0,-17.00
2020-04-03,"Daily Activity (Garmin)",28.0,-28.00
2020-04-02,"Daily Activity (Garmin)",87.0,-88.00
2020-12-05,"Indoor rowing (Garmin)",28.033333333333335,-422.00
2020-04-01,"Daily Activity (Garmin)",21.0,-21.00
2020-03-31,"Daily Activity (Garmin)",39.0,-58.00
2020-03-30,"Daily Activity (Garmin)",92.0,-67.00
2020-03-29,"Daily Activity (Garmin)",30.0,-27.00
2020-03-28,"Daily Activity (Garmin)",37.0,-75.00
2020-03-27,"Daily Activity (Garmin)",59.0,-70.00
2020-03-26,"Daily Activity (Garmin)",21.0,-149.00
2020-03-25,"Daily Activity (Garmin)",66.0,-34.00
2020-03-24,"Daily Activity (Garmin)",42.0,-62.00
2020-03-23,"Daily Activity (Garmin)",41.0,-49.00
2020-03-22,"Daily Activity (Garmin)",107.0,-116.00
2020-03-21,"Daily Activity (Garmin)",73.0,-151.00
2020-03-19,"Daily Activity (Garmin)",31.0,-22.00
2020-03-18,"Daily Activity (Garmin)",28.0,-17.00
2020-03-17,"Daily Activity (Garmin)",30.0,-30.00
2020-03-16,"Daily Activity (Garmin)",40.0,-37.00
2020-04-20,"Indoor cycling (Garmin)",55.016666666666666,-556.00
2020-03-15,"Daily Activity (Garmin)",22.0,-33.00
2020-03-14,"Daily Activity (Garmin)",48.0,-94.00
2020-03-13,"Daily Activity (Garmin)",84.0,-150.00
2020-03-12,"Daily Activity (Garmin)",45.0,-194.00
2020-03-11,"Daily Activity (Garmin)",117.0,-306.00
2020-03-10,"Daily Activity (Garmin)",119.0,-131.00
2020-03-09,"Daily Activity (Garmin)",71.0,-118.00
2020-03-08,"Daily Activity (Garmin)",117.0,-368.00
2020-03-07,"Daily Activity (Garmin)",77.0,-132.00
2020-03-06,"Daily Activity (Garmin)",36.0,-45.00
2020-03-05,"Daily Activity (Garmin)",33.0,-80.00
2020-03-04,"Daily Activity (Garmin)",46.0,-154.00
2020-03-03,"Daily Activity (Garmin)",35.0,-54.00
2020-03-02,"Daily Activity (Garmin)",96.0,-227.00
2020-03-01,"Daily Activity (Garmin)",182.0,-488.00
2020-02-29,"Daily Activity (Garmin)",144.0,-406.00
2020-02-28,"Daily Activity (Garmin)",118.0,-244.00
2020-02-27,"Daily Activity (Garmin)",96.0,-307.00
2020-02-26,"Daily Activity (Garmin)",103.0,-66.00
2020-02-25,"Daily Activity (Garmin)",164.0,-459.00
2020-02-24,"Daily Activity (Garmin)",178.0,-589.00
2020-02-23,"Daily Activity (Garmin)",88.0,-141.00
2020-04-22,"Daily Activity (Garmin)",69.0,-360.00
2020-04-19,"Daily Activity (Garmin)",28.0,-30.00
2020-04-18,"Daily Activity (Garmin)",47.0,-132.00
2020-04-17,"Daily Activity (Garmin)",55.0,-116.00
2020-04-16,"Daily Activity (Garmin)",36.0,-8.00
2020-04-15,"Daily Activity (Garmin)",24.0,-32.00
2020-04-13,"Daily Activity (Garmin)",48.0,-24.00
2020-04-12,"Daily Activity (Garmin)",50.0,-132.00
2020-04-11,"Daily Activity (Garmin)",35.0,-93.00
2020-04-10,"Daily Activity (Garmin)",21.0,-17.00
2020-04-09,"Daily Activity (Garmin)",29.0,-27.00
2020-11-09,"Daily Activity (Garmin)",25.0,-43.00
2020-04-08,"Daily Activity (Garmin)",22.0,-14.00
2020-04-07,"Daily Activity (Garmin)",28.0,-32.00
2020-08-24,"Cycling (Garmin)",24.9,-255.00
2020-01-28,"Indoor rowing (Garmin)",15.016666666666667,-205.00
2020-01-28,"Treadmill running (Garmin)",15.016666666666667,-229.00
2020-04-05,"Daily Activity (Garmin)",22.0,-30.00
2020-12-16,"Indoor cycling (Garmin)",72.01666666666667,-732.00
2020-11-08,"Daily Activity (Garmin)",38.0,-136.00
2020-04-04,"Daily Activity (Garmin)",29.0,-31.00
2020-05-11,"Indoor cycling (Garmin)",70.01666666666667,-812.00
2020-11-07,"Daily Activity (Garmin)",53.0,-645.00
2020-11-06,"Daily Activity (Garmin)",46.0,-86.00
2020-11-05,"Daily Activity (Garmin)",10.0,-17.00
2020-11-04,"Daily Activity (Garmin)",23.0,-49.00
2020-11-03,"Daily Activity (Garmin)",18.0,-39.00
2020-11-02,"Daily Activity (Garmin)",42.0,-61.00
2020-11-01,"Daily Activity (Garmin)",78.0,-249.00
2020-10-31,"Daily Activity (Garmin)",22.0,-67.00
2020-07-24,"Mountain biking (Garmin)",139.71666666666667,-1694.00
2020-10-30,"Daily Activity (Garmin)",50.0,-110.00
2020-10-29,"Daily Activity (Garmin)",23.0,-49.00
2020-10-28,"Daily Activity (Garmin)",27.0,-52.00
2020-10-27,"Daily Activity (Garmin)",38.0,-81.00
2020-10-26,"Daily Activity (Garmin)",43.0,-115.00
2020-10-25,"Daily Activity (Garmin)",29.0,-106.00
2020-07-20,"Mountain biking (Garmin)",155.0,-1434.00
2020-10-24,"Daily Activity (Garmin)",25.0,-61.00
2020-12-15,"Strength training (Garmin)",21.166666666666668,-109.00
2020-10-23,"Daily Activity (Garmin)",72.0,-194.00
2020-10-22,"Daily Activity (Garmin)",26.0,-107.00
2020-10-21,"Daily Activity (Garmin)",44.0,-129.00
2020-10-20,"Daily Activity (Garmin)",26.0,-49.00
2020-10-19,"Daily Activity (Garmin)",58.0,-209.00
2020-08-16,"Mountain biking (Garmin)",138.86666666666667,-863.00
2020-10-18,"Daily Activity (Garmin)",27.0,-75.00
2020-10-17,"Daily Activity (Garmin)",76.0,-628.00
2020-10-16,"Daily Activity (Garmin)",59.0,-227.00
2020-10-15,"Daily Activity (Garmin)",30.0,-95.00
2020-10-14,"Daily Activity (Garmin)",42.0,-160.00
2020-10-13,"Daily Activity (Garmin)",40.0,-77.00
2020-10-12,"Daily Activity (Garmin)",32.0,-42.00
2020-10-11,"Daily Activity (Garmin)",38.0,-79.00
2020-10-10,"Daily Activity (Garmin)",145.0,-542.00
2020-10-09,"Daily Activity (Garmin)",57.0,-159.00
2020-10-08,"Daily Activity (Garmin)",36.0,-60.00
2020-10-07,"Daily Activity (Garmin)",84.0,-264.00
2020-10-06,"Daily Activity (Garmin)",27.0,-49.00
2020-10-05,"Daily Activity (Garmin)",73.0,-180.00
2020-10-04,"Daily Activity (Garmin)",26.0,-78.00
2020-10-03,"Daily Activity (Garmin)",32.0,-90.00
2020-10-02,"Daily Activity (Garmin)",41.0,-143.00
2020-10-01,"Daily Activity (Garmin)",41.0,-170.00
2020-09-30,"Daily Activity (Garmin)",29.0,-46.00
2020-09-29,"Daily Activity (Garmin)",36.0,-47.00
2020-09-28,"Daily Activity (Garmin)",20.0,-24.00
2020-09-27,"Daily Activity (Garmin)",49.0,-119.00
2020-09-26,"Daily Activity (Garmin)",98.0,-307.00
2020-09-25,"Daily Activity (Garmin)",101.0,-328.00
2020-09-24,"Daily Activity (Garmin)",52.0,-148.00
2020-09-23,"Daily Activity (Garmin)",44.0,-110.00
2020-09-22,"Daily Activity (Garmin)",25.0,-27.00
2020-09-21,"Daily Activity (Garmin)",44.0,-70.00
2020-09-20,"Daily Activity (Garmin)",30.0,-84.00
2020-09-19,"Daily Activity (Garmin)",24.0,-57.00
2020-09-18,"Daily Activity (Garmin)",62.0,-216.00
2020-09-17,"Daily Activity (Garmin)",37.0,-91.00
2020-09-16,"Daily Activity (Garmin)",27.0,-47.00
2020-09-15,"Daily Activity (Garmin)",18.0,-18.00
2020-09-14,"Daily Activity (Garmin)",31.0,-60.00
2020-09-13,"Daily Activity (Garmin)",47.0,-51.00
2020-09-12,"Daily Activity (Garmin)",55.0,-94.00
2020-09-11,"Daily Activity (Garmin)",17.0,-17.00
2020-09-10,"Daily Activity (Garmin)",41.0,-85.00
2020-09-09,"Daily Activity (Garmin)",93.0,-221.00
2020-09-08,"Daily Activity (Garmin)",49.0,-102.00
2020-09-07,"Daily Activity (Garmin)",114.0,-118.00
2020-09-06,"Daily Activity (Garmin)",29.0,-42.00
2020-09-04,"Daily Activity (Garmin)",63.0,-89.00
2020-09-03,"Daily Activity (Garmin)",92.0,-223.00
2020-09-02,"Daily Activity (Garmin)",61.0,-136.00
2020-09-01,"Daily Activity (Garmin)",96.0,-62.00
2020-08-31,"Daily Activity (Garmin)",58.0,-89.00
2020-08-30,"Daily Activity (Garmin)",53.0,-75.00
2020-08-29,"Daily Activity (Garmin)",88.0,-124.00
2020-08-28,"Daily Activity (Garmin)",121.0,-256.00
2020-08-27,"Daily Activity (Garmin)",87.0,-198.00
2020-08-26,"Daily Activity (Garmin)",121.0,-612.00
2020-08-25,"Daily Activity (Garmin)",57.0,-106.00
2020-08-24,"Daily Activity (Garmin)",107.0,-636.00
2020-08-23,"Daily Activity (Garmin)",81.0,-142.00
2020-08-22,"Daily Activity (Garmin)",275.0,-570.00
2020-08-21,"Daily Activity (Garmin)",197.0,-328.00
2020-08-20,"Daily Activity (Garmin)",157.0,-119.00
2020-08-19,"Daily Activity (Garmin)",86.0,-116.00
2020-08-18,"Daily Activity (Garmin)",55.0,-154.00
2020-08-17,"Daily Activity (Garmin)",82.0,-123.00
2020-08-15,"Daily Activity (Garmin)",41.0,-47.00
2020-08-14,"Daily Activity (Garmin)",186.0,-694.00
2020-08-13,"Daily Activity (Garmin)",63.0,-93.00
2020-08-12,"Daily Activity (Garmin)",74.0,-126.00
2020-07-18,"Mountain biking (Garmin)",218.63333333333333,-2095.00
2020-08-20,"Mountain biking (Garmin)",133.45,-1641.00
2020-03-30,"Running (Garmin)",29.933333333333334,-403.00
2020-05-03,"Cycling (Garmin)",93.31666666666666,-1107.00
2020-04-30,"Daily Activity (Garmin)",38.0,-49.00
2020-04-29,"Daily Activity (Garmin)",37.0,-18.00
2020-04-28,"Daily Activity (Garmin)",29.0,-42.00
2020-04-26,"Daily Activity (Garmin)",43.0,-72.00
2020-04-25,"Daily Activity (Garmin)",70.0,-398.00
2020-04-24,"Daily Activity (Garmin)",56.0,-43.00
2020-04-23,"Daily Activity (Garmin)",31.0,-41.00
2020-04-21,"Daily Activity (Garmin)",66.0,-139.00
2020-04-20,"Daily Activity (Garmin)",40.0,-18.00
2020-02-22,"Daily Activity (Garmin)",52.0,-56.00
2020-02-21,"Daily Activity (Garmin)",82.0,-113.00
2020-02-20,"Daily Activity (Garmin)",94.0,-307.00
2020-02-19,"Daily Activity (Garmin)",94.0,-169.00
2020-02-18,"Daily Activity (Garmin)",19.0,-8.00
2020-02-17,"Daily Activity (Garmin)",37.0,-71.00
2020-02-16,"Daily Activity (Garmin)",43.0,-81.00
2020-02-15,"Daily Activity (Garmin)",27.0,-26.00
2020-08-11,"Daily Activity (Garmin)",84.0,-205.00
2020-08-10,"Daily Activity (Garmin)",66.0,-78.00
2020-08-09,"Daily Activity (Garmin)",95.0,-164.00
2020-08-08,"Daily Activity (Garmin)",127.0,-115.00
2020-08-07,"Daily Activity (Garmin)",111.0,-142.00
2020-08-06,"Daily Activity (Garmin)",77.0,-186.00
2020-08-05,"Daily Activity (Garmin)",54.0,-355.00
2020-08-04,"Daily Activity (Garmin)",41.0,-53.00
2020-08-03,"Daily Activity (Garmin)",44.0,-39.00
2020-08-02,"Daily Activity (Garmin)",45.0,-27.00
2020-07-31,"Daily Activity (Garmin)",66.0,-111.00
2020-07-30,"Daily Activity (Garmin)",103.0,-197.00
2020-07-29,"Daily Activity (Garmin)",38.0,-120.00
2020-07-28,"Daily Activity (Garmin)",92.0,-253.00
2020-07-27,"Daily Activity (Garmin)",66.0,-489.00
2020-07-26,"Daily Activity (Garmin)",58.0,-200.00
2020-07-23,"Daily Activity (Garmin)",53.0,-502.00
2020-07-22,"Daily Activity (Garmin)",57.0,-153.00
2020-07-21,"Daily Activity (Garmin)",85.0,-37.00
2020-07-19,"Daily Activity (Garmin)",41.0,-74.00
2020-07-18,"Daily Activity (Garmin)",104.0,-214.00
2020-07-17,"Daily Activity (Garmin)",116.0,-254.00
2020-07-16,"Daily Activity (Garmin)",110.0,-117.00
2020-07-15,"Daily Activity (Garmin)",86.0,-132.00
2020-07-14,"Daily Activity (Garmin)",57.0,-76.00
2020-07-12,"Daily Activity (Garmin)",98.0,-374.00
2020-07-11,"Daily Activity (Garmin)",134.0,-271.00
2020-07-10,"Daily Activity (Garmin)",110.0,-76.00
2020-07-09,"Daily Activity (Garmin)",67.0,-174.00
2020-07-08,"Daily Activity (Garmin)",44.0,-66.00
2020-07-07,"Daily Activity (Garmin)",72.0,-78.00
2020-07-06,"Daily Activity (Garmin)",132.0,-88.00
2020-07-05,"Daily Activity (Garmin)",103.0,-372.00
2020-07-04,"Daily Activity (Garmin)",152.0,-192.00
2020-07-03,"Daily Activity (Garmin)",119.0,-194.00
2020-07-02,"Daily Activity (Garmin)",161.0,-351.00
2020-07-01,"Daily Activity (Garmin)",105.0,-188.00
2020-06-30,"Daily Activity (Garmin)",113.0,-323.00
2020-06-29,"Daily Activity (Garmin)",177.0,-884.00
2020-06-28,"Daily Activity (Garmin)",90.0,-601.00
2020-06-27,"Daily Activity (Garmin)",46.0,-228.00
2020-06-26,"Daily Activity (Garmin)",79.0,-380.00
2020-06-25,"Daily Activity (Garmin)",54.0,-363.00
2020-06-24,"Daily Activity (Garmin)",47.0,-78.00
2020-06-23,"Daily Activity (Garmin)",41.0,-91.00
2020-06-22,"Daily Activity (Garmin)",41.0,-69.00
2020-06-21,"Daily Activity (Garmin)",41.0,-35.00
2020-06-20,"Daily Activity (Garmin)",46.0,-68.00
2020-06-19,"Daily Activity (Garmin)",50.0,-98.00
2020-06-18,"Daily Activity (Garmin)",45.0,-69.00
2020-06-17,"Daily Activity (Garmin)",69.0,-203.00
2020-06-16,"Daily Activity (Garmin)",29.0,-26.00
2020-06-15,"Daily Activity (Garmin)",39.0,-91.00
2020-06-14,"Daily Activity (Garmin)",32.0,-51.00
2020-06-13,"Daily Activity (Garmin)",32.0,-39.00
2020-06-12,"Daily Activity (Garmin)",68.0,-146.00
2020-06-11,"Daily Activity (Garmin)",22.0,-18.00
2020-06-10,"Daily Activity (Garmin)",39.0,-52.00
2020-06-09,"Daily Activity (Garmin)",60.0,-104.00
2020-06-08,"Daily Activity (Garmin)",60.0,-294.00
2020-06-07,"Daily Activity (Garmin)",31.0,-31.00
2020-06-06,"Daily Activity (Garmin)",35.0,-39.00
2020-06-05,"Daily Activity (Garmin)",28.0,-21.00
2020-06-04,"Daily Activity (Garmin)",34.0,-37.00
2020-06-03,"Daily Activity (Garmin)",42.0,-49.00
2020-06-02,"Daily Activity (Garmin)",37.0,-39.00
2020-05-31,"Daily Activity (Garmin)",43.0,-84.00
2020-05-30,"Daily Activity (Garmin)",54.0,-63.00
2020-05-29,"Daily Activity (Garmin)",36.0,-22.00
2020-05-28,"Daily Activity (Garmin)",95.0,-196.00
2020-05-27,"Daily Activity (Garmin)",33.0,-22.00
2020-05-26,"Daily Activity (Garmin)",22.0,-30.00
2020-05-25,"Daily Activity (Garmin)",61.0,-73.00
2020-05-24,"Daily Activity (Garmin)",42.0,-51.00
2020-05-23,"Daily Activity (Garmin)",70.0,-59.00
2020-05-22,"Daily Activity (Garmin)",41.0,-72.00
2020-05-21,"Daily Activity (Garmin)",72.0,-97.00
2020-05-20,"Daily Activity (Garmin)",29.0,-31.00
2020-05-19,"Daily Activity (Garmin)",20.0,-31.00
2020-05-17,"Daily Activity (Garmin)",59.0,-266.00
2020-05-16,"Daily Activity (Garmin)",123.0,-85.00
2021-05-04,"Running (Garmin)",30.083333333333332,-479.00
2021-05-04,"Pilates (Garmin)",8.95,-106.00
2021-05-11,"Running (Garmin)",29.633333333333333,-437.00
2021-05-06,"Running (Garmin)",30.05,-433.00
2021-05-11,"Pilates (Garmin)",9.016666666666667,-85.00
2021-05-10,"Running (Garmin)",29.366666666666667,-446.00
2021-05-06,"Pilates (Garmin)",9.016666666666667,-91.00
2021-05-10,"Pilates (Garmin)",9.016666666666667,-95.00
2021-05-16,"Pilates (Garmin)",22.333333333333332,-104.00
2021-05-17,"Indoor cycling (Garmin)",42.55,-455.00
2021-05-17,"Pilates (Garmin)",13.916666666666666,-106.00
2021-05-15,"Indoor cycling (Garmin)",30.016666666666666,-301.00
2021-05-13,"Running (Garmin)",29.016666666666666,-428.00
2021-05-05,"Pilates (Garmin)",20.533333333333335,-103.00
2021-05-08,"Running (Garmin)",48.06666666666667,-745.00
2021-05-08,"Pilates (Garmin)",8.983333333333333,-95.00
2021-05-03,"Running (Garmin)",10.233333333333333,-168.00
2021-05-03,"Pilates (Garmin)",20.05,-216.00
2021-05-17,"Daily Activity (Garmin)",46.0,-33.00
2021-05-16,"Daily Activity (Garmin)",48.0,-27.00
2021-05-15,"Daily Activity (Garmin)",81.0,-116.00
2021-05-14,"Daily Activity (Garmin)",141.0,-486.00
2021-05-13,"Daily Activity (Garmin)",193.0,-521.00
2021-05-12,"Daily Activity (Garmin)",78.0,-215.00
2021-05-11,"Daily Activity (Garmin)",80.0,-95.00
2021-05-10,"Daily Activity (Garmin)",85.0,-95.00
