date,weightkg
2021-11-18T00:00:00Z,85.3
2021-11-19T00:00:00Z,84.7
2021-11-20T00:00:00Z,84.6
2021-11-21T00:00:00Z,85
2021-11-30T00:00:00Z,85.5
2021-12-01T00:00:00Z,85.9
2021-12-02T00:00:00Z,85.8
2021-12-04T00:00:00Z,84.9
2021-12-05T00:00:00Z,85.3
2021-12-06T00:00:00Z,85.3
2021-12-07T00:00:00Z,85.7
2021-12-08T00:00:00Z,85.3
2021-12-10T00:00:00Z,85
2021-12-22T00:00:00Z,85
2021-12-28T00:00:00Z,84.7
2021-12-31T00:00:00Z,85.4
2022-01-01T00:00:00Z,85
2022-01-02T00:00:00Z,85.8
2022-01-11T00:00:00Z,84.9
2022-01-12T00:00:00Z,85.6
2022-01-13T00:00:00Z,85.3
2022-01-14T00:00:00Z,85.7
2022-01-16T00:00:00Z,85.9
2022-01-17T00:00:00Z,86.2
2022-01-18T00:00:00Z,86.9
2022-01-19T00:00:00Z,86.1
2022-01-20T00:00:00Z,85.9
2022-01-21T00:00:00Z,85.7
2022-01-22T00:00:00Z,85.4
2022-01-23T00:00:00Z,85.9
2022-01-24T00:00:00Z,85.5
2022-01-25T00:00:00Z,85.4
2022-01-26T00:00:00Z,85.4
2022-01-27T00:00:00Z,84.8
2022-01-28T00:00:00Z,85
2022-01-29T00:00:00Z,85.1
2022-01-30T00:00:00Z,85.1
2022-01-31T00:00:00Z,84.9
2022-02-02T00:00:00Z,84.6
2022-02-03T00:00:00Z,84.8
2022-02-04T00:00:00Z,84.7
2022-02-05T00:00:00Z,84.4
2022-02-06T00:00:00Z,84
2022-02-07T00:00:00Z,84.4
2022-02-08T00:00:00Z,85.6
2022-02-09T00:00:00Z,85.7
2022-02-10T00:00:00Z,85
2022-02-11T00:00:00Z,85.1
2022-02-12T00:00:00Z,84.7
2022-02-13T00:00:00Z,84.6
2022-02-14T00:00:00Z,85.2
2022-02-15T00:00:00Z,85.4
2022-02-16T00:00:00Z,85.4
2022-02-17T00:00:00Z,85.5
2022-02-18T00:00:00Z,84.8
2022-02-19T00:00:00Z,85.6
2022-02-21T00:00:00Z,85.7
2022-02-22T00:00:00Z,84.5
2022-02-23T00:00:00Z,85.3
2022-02-25T00:00:00Z,85
2022-02-26T00:00:00Z,84.4
2022-02-27T00:00:00Z,84.4
2022-02-28T00:00:00Z,85.4
2022-03-01T00:00:00Z,85.1
2022-03-02T00:00:00Z,84.8
2022-03-04T00:00:00Z,84.5
2022-03-16T00:00:00Z,83.6
2022-03-18T00:00:00Z,84.4
2022-03-19T00:00:00Z,82.9
2022-03-20T00:00:00Z,82.7
2022-03-21T00:00:00Z,83.8
2022-03-23T00:00:00Z,83.9
2022-03-24T00:00:00Z,83.9
2022-03-25T00:00:00Z,83.2
2022-03-26T00:00:00Z,82.7
2022-03-27T00:00:00Z,83.3
2022-03-28T00:00:00Z,83.5
2022-03-30T00:00:00Z,84.1
2022-03-31T00:00:00Z,83.1
2022-04-01T00:00:00Z,82.8
2022-04-02T00:00:00Z,82.7
2022-04-03T00:00:00Z,82.8
2022-04-04T00:00:00Z,82.6
2022-04-05T00:00:00Z,82.5
2022-04-06T00:00:00Z,82.7
2022-04-07T00:00:00Z,82.7
2022-04-08T00:00:00Z,82.6
2022-04-09T00:00:00Z,82.6
2022-04-10T00:00:00Z,82.4
2022-04-11T00:00:00Z,82.5
2022-04-12T00:00:00Z,81.5
2022-04-13T00:00:00Z,81.5
2022-04-14T00:00:00Z,81.7
2022-04-15T00:00:00Z,83
2022-04-16T00:00:00Z,82.9
2022-04-17T00:00:00Z,82.9
2022-04-18T00:00:00Z,82.6
2022-04-20T00:00:00Z,82.3
2022-04-21T00:00:00Z,82.4
2022-04-22T00:00:00Z,83.5
2022-04-29T00:00:00Z,83.9
2022-04-30T00:00:00Z,83.7
2022-05-01T00:00:00Z,83.2
2022-05-02T00:00:00Z,84
2022-05-03T00:00:00Z,83.5
2022-05-04T00:00:00Z,83.9
2022-05-06T00:00:00Z,83.5
2022-05-09T00:00:00Z,83
2022-05-10T00:00:00Z,83.6
2022-05-12T00:00:00Z,83.1
2022-05-13T00:00:00Z,84
2022-05-14T00:00:00Z,83.5
2022-05-15T00:00:00Z,83.2
2022-05-16T00:00:00Z,83.6
2022-05-17T00:00:00Z,83.6
2022-05-20T00:00:00Z,83.9
2022-05-21T00:00:00Z,84.4
2022-05-23T00:00:00Z,83.4
2022-05-24T00:00:00Z,83.8
2022-05-25T00:00:00Z,83.4
2022-05-26T00:00:00Z,83.7
2022-05-29T00:00:00Z,83.4
2022-05-30T00:00:00Z,83.2
